"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography code","Gender","Age","Socio-economic classification","Household income","Value","Value_type","Sample size","Standard Error","Lower CI","Upper CI"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Cleveland","ONS geography code","E23000013","All","16+","All","All","?","%","15","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Durham","ONS geography code","E23000008","All","16+","All","All","?","%","7","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Northumbria","ONS geography code","E23000007","All","16+","All","All","?","%","20","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","North West","ONS geography code","E12000002","All","16+","All","All","13.1","%","173","2.565196263","7.066524422","19.13320764"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Cheshire","ONS geography code","E23000006","All","16+","All","All","?","%","3","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Cumbria","ONS geography code","E23000002","All","16+","All","All","?","%","3","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Greater Manchester","ONS geography code","E23000005","All","16+","All","All","15.4","%","144","3.008463713","8.331073293","22.4828866"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Lancashire","ONS geography code","E23000003","All","16+","All","All","?","%","8","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Merseyside","ONS geography code","E23000004","All","16+","All","All","?","%","15","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Yorkshire and the Humber","ONS geography code","E12000003","All","16+","All","All","13.3","%","128","3.004373624","6.264398976","20.3969725"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Humberside","ONS geography code","E23000012","All","16+","All","All","?","%","8","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","North Yorkshire","ONS geography code","E23000009","All","16+","All","All","?","%","7","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","South Yorkshire","ONS geography code","E23000011","All","16+","All","All","?","%","28","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","West Yorkshire","ONS geography code","E23000010","All","16+","All","All","15.5","%","85","3.926036046","6.272043723","24.74011728"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","East Midlands","ONS geography code","E12000004","All","16+","All","All","20.4","%","180","3.004162009","13.34532939","27.47690748"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Derbyshire","ONS geography code","E23000018","All","16+","All","All","?","%","16","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Leicestershire","ONS geography code","E23000021","All","16+","All","All","?","%","44","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Lincolnshire","ONS geography code","E23000020","All","16+","All","All","?","%","20","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Northamptonshire","ONS geography code","E23000022","All","16+","All","All","?","%","46","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Nottinghamshire","ONS geography code","E23000019","All","16+","All","All","25.4","%","54","5.92372033","11.46832398","39.33350441"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","West Midlands Region","ONS geography code","E12000005","All","16+","All","All","11.6","%","295","1.86256884","7.192723693","15.95424751"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Staffordshire","ONS geography code","E23000015","All","16+","All","All","?","%","15","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Warwickshire","ONS geography code","E23000017","All","16+","All","All","?","%","12","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","West Mercia","ONS geography code","E23000016","All","16+","All","All","?","%","14","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","West Midlands","ONS geography code","E23000014","All","16+","All","All","11.6","%","254","2.008020587","6.860540935","16.30626977"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","East","ONS geography code","E12000006","All","16+","All","All","20.5","%","255","2.529209605","14.57605198","26.47345397"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Bedfordshire","ONS geography code","E23000026","All","16+","All","All","25.5","%","91","4.568826457","14.75003772","36.24179737"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Cambridgeshire","ONS geography code","E23000023","All","16+","All","All","?","%","17","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Essex","ONS geography code","E23000028","All","16+","All","All","21.0","%","70","4.868561754","9.552635181","32.45434967"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Hertfordshire","ONS geography code","E23000027","All","16+","All","All","19.8","%","59","5.183989136","7.567397406","31.9528823"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Norfolk","ONS geography code","E23000024","All","16+","All","All","?","%","4","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Suffolk","ONS geography code","E23000025","All","16+","All","All","?","%","14","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","London","ONS geography code","E12000007","All","16+","All","All","15.2","%","1460","0.939114948","12.97206686","17.38966357"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","City of London / Metropolitan Police","ONS geography code","E12000007","All","16+","All","All","15.2","%","1460","0.939114948","12.97206686","17.38966357"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","South East","ONS geography code","E12000008","All","16+","All","All","12.3","%","224","2.195572563","7.150481749","17.47845509"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Hampshire","ONS geography code","E23000030","All","16+","All","All","?","%","37","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Kent","ONS geography code","E23000032","All","16+","All","All","?","%","40","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Surrey","ONS geography code","E23000031","All","16+","All","All","?","%","28","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Sussex","ONS geography code","E23000033","All","16+","All","All","?","%","30","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Thames Valley","ONS geography code","E23000029","All","16+","All","All","9.7","%","89","3.139638357","2.332848262","17.1017071"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","South West","ONS geography code","E12000009","All","16+","All","All","21.7","%","65","5.111125522","9.659633257","33.70236771"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Avon and Somerset","ONS geography code","E23000036","All","16+","All","All","?","%","33","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Devon and Cornwall","ONS geography code","E23000035","All","16+","All","All","?","%","2","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Dorset","ONS geography code","E23000039","All","16+","All","All","?","%","6","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Gloucestershire","ONS geography code","E23000037","All","16+","All","All","?","%","11","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Wiltshire","ONS geography code","E23000038","All","16+","All","All","?","%","13","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Wales","ONS geography code","W92000004","All","16+","All","All","?","%","33","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Dyfed-Powys","ONS geography code","W15000004","All","16+","All","All","?","%","4","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Gwent","ONS geography code","W15000002","All","16+","All","All","?","%","11","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","North Wales","ONS geography code","W15000001","All","16+","All","All","?","%","1","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","South Wales","ONS geography code","W15000003","All","16+","All","All","?","%","17","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","All","15.7","%","862","1.237629612","12.7430433","18.56485299"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","North East","ONS geography code","E12000001","All","16+","All","All","?","%","22","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Cleveland","ONS geography code","E23000013","All","16+","All","All","?","%","10","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Durham","ONS geography code","E23000008","All","16+","All","All","?","%","4","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Northumbria","ONS geography code","E23000007","All","16+","All","All","?","%","8","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","North West","ONS geography code","E12000002","All","16+","All","All","17.9","%","73","4.488012046","7.356571966","28.46818063"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Cheshire","ONS geography code","E23000006","All","16+","All","All","?","%","3","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Cumbria","ONS geography code","E23000002","All","16+","All","All","?","%","1","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Greater Manchester","ONS geography code","E23000005","All","16+","All","All","?","%","47","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Lancashire","ONS geography code","E23000003","All","16+","All","All","?","%","9","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Merseyside","ONS geography code","E23000004","All","16+","All","All","?","%","13","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Yorkshire and the Humber","ONS geography code","E12000003","All","16+","All","All","20.9","%","50","5.752096603","7.390676193","34.44853861"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Humberside","ONS geography code","E23000012","All","16+","All","All","?","%","8","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","North Yorkshire","ONS geography code","E23000009","All","16+","All","All","?","%","3","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","South Yorkshire","ONS geography code","E23000011","All","16+","All","All","?","%","11","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","West Yorkshire","ONS geography code","E23000010","All","16+","All","All","?","%","28","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","East Midlands","ONS geography code","E12000004","All","16+","All","All","11.0","%","50","4.422259774","0.5837078891","21.38601786"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Derbyshire","ONS geography code","E23000018","All","16+","All","All","?","%","5","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Leicestershire","ONS geography code","E23000021","All","16+","All","All","?","%","16","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Lincolnshire","ONS geography code","E23000020","All","16+","All","All","?","%","6","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Northamptonshire","ONS geography code","E23000022","All","16+","All","All","?","%","8","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Nottinghamshire","ONS geography code","E23000019","All","16+","All","All","?","%","15","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","West Midlands Region","ONS geography code","E12000005","All","16+","All","All","26.5","%","59","5.748091922","13.01547307","40.05449747"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Staffordshire","ONS geography code","E23000015","All","16+","All","All","?","%","4","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Warwickshire","ONS geography code","E23000017","All","16+","All","All","?","%","4","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","West Mercia","ONS geography code","E23000016","All","16+","All","All","?","%","2","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","West Midlands","ONS geography code","E23000014","All","16+","All","All","?","%","49","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","East","ONS geography code","E12000006","All","16+","All","All","15.2","%","66","4.419627866","4.808272356","25.59820184"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Bedfordshire","ONS geography code","E23000026","All","16+","All","All","?","%","13","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Cambridgeshire","ONS geography code","E23000023","All","16+","All","All","?","%","14","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Essex","ONS geography code","E23000028","All","16+","All","All","?","%","15","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Hertfordshire","ONS geography code","E23000027","All","16+","All","All","?","%","18","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Norfolk","ONS geography code","E23000024","All","16+","All","All","?","%","3","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Suffolk","ONS geography code","E23000025","All","16+","All","All","?","%","3","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","London","ONS geography code","E12000007","All","16+","All","All","14.2","%","383","1.782032922","9.979489317","18.36217218"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","City of London / Metropolitan Police","ONS geography code","E12000007","All","16+","All","All","14.2","%","383","1.782032922","9.979489317","18.36217218"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","South East","ONS geography code","E12000008","All","16+","All","All","15.5","%","79","4.076524903","5.956627313","25.13260046"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Hampshire","ONS geography code","E23000030","All","16+","All","All","?","%","17","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Kent","ONS geography code","E23000032","All","16+","All","All","?","%","6","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Surrey","ONS geography code","E23000031","All","16+","All","All","?","%","19","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Sussex","ONS geography code","E23000033","All","16+","All","All","?","%","11","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Thames Valley","ONS geography code","E23000029","All","16+","All","All","?","%","26","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","South West","ONS geography code","E12000009","All","16+","All","All","12.2","%","50","4.631826062","1.326197003","23.1143068"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Avon and Somerset","ONS geography code","E23000036","All","16+","All","All","?","%","11","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Devon and Cornwall","ONS geography code","E23000035","All","16+","All","All","?","%","13","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Dorset","ONS geography code","E23000039","All","16+","All","All","?","%","9","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Gloucestershire","ONS geography code","E23000037","All","16+","All","All","?","%","11","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Wiltshire","ONS geography code","E23000038","All","16+","All","All","?","%","6","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Wales","ONS geography code","W92000004","All","16+","All","All","?","%","30","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Dyfed-Powys","ONS geography code","W15000004","All","16+","All","All","?","%","1","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Gwent","ONS geography code","W15000002","All","16+","All","All","?","%","5","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","North Wales","ONS geography code","W15000001","All","16+","All","All","?","%","7","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","South Wales","ONS geography code","W15000003","All","16+","All","All","?","%","17","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","White & Other","2017/18, 2018/19 and 2019/20","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","All","13.9","%","91345","0.1144687797","13.6323319","14.17079304"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","White & Other","2017/18, 2018/19 and 2019/20","3 years combined","North East","ONS geography code","E12000001","All","16+","All","All","9.6","%","5880","0.3848615699","8.733145023","10.54353385"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","White & Other","2017/18, 2018/19 and 2019/20","3 years combined","Cleveland","ONS geography code","E23000013","All","16+","All","All","12.6","%","1814","0.7780920872","10.72991025","14.39005543"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","White & Other","2017/18, 2018/19 and 2019/20","3 years combined","Durham","ONS geography code","E23000008","All","16+","All","All","8.7","%","1924","0.6431182998","7.205048226","10.23027671"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","White & Other","2017/18, 2018/19 and 2019/20","3 years combined","Northumbria","ONS geography code","E23000007","All","16+","All","All","9.0","%","2142","0.6170270529","7.506181138","10.40867639"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","White & Other","2017/18, 2018/19 and 2019/20","3 years combined","North West","ONS geography code","E12000002","All","16+","All","All","13.0","%","12087","0.3062900327","12.31915118","13.7599395"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","White & Other","2017/18, 2018/19 and 2019/20","3 years combined","Cheshire","ONS geography code","E23000006","All","16+","All","All","10.5","%","1900","0.7025662367","8.823377974","12.12824955"
